text,label,group
"Can you update my dinner plan for the presentation and let the group know, from our shared folder?",ham,normal_group_188
"We need to update the dinner plan for the presentation; this is for a normal task, from our shared folder.",ham,normal_group_188
"Please confirm the office document tomorrow, for the next review.",ham,normal_group_189
"Can you confirm my office document tomorrow and let the office know, for the next review?",ham,normal_group_189
"We need to confirm the office document tomorrow; this is for a normal task, for the next review.",ham,normal_group_189
"Please finish the invoice for our college project, for the lab record.",ham,normal_group_190
"Can you finish my invoice for our college project and let our teacher know, for the lab record?",ham,normal_group_190
"We need to finish the invoice for our college project; this is for a normal task, for the lab record.",ham,normal_group_190
"Please forward the receipt for the presentation, with the correct date.",ham,normal_group_191
"Can you forward my receipt for the presentation and let the team know, with the correct date?",ham,normal_group_191
"We need to forward the receipt for the presentation; this is for a normal task, with the correct date.",ham,normal_group_191
"Please download the parcel tomorrow, for the scheduled session.",ham,normal_group_192
"Can you download my parcel tomorrow and let me know, for the scheduled session?",ham,normal_group_192
"We need to download the parcel tomorrow; this is for a normal task, for the scheduled session.",ham,normal_group_192
"Please schedule the delivery schedule for our college project, using the latest file.",ham,normal_group_193
"Can you schedule my delivery schedule for our college project and let our coordinator know, using the latest file?",ham,normal_group_193
"We need to schedule the delivery schedule for our college project; this is for a normal task, using the latest file.",ham,normal_group_193
"Please share the event registration for the presentation, with the updated figures.",ham,normal_group_194
"Can you share my event registration for the presentation and let the project lead know, with the updated figures?",ham,normal_group_194
"We need to share the event registration for the presentation; this is for a normal task, with the updated figures.",ham,normal_group_194
"Please print the class timetable tomorrow, with the final draft.",ham,normal_group_195
"Can you print my class timetable tomorrow and let my classmate know, with the final draft?",ham,normal_group_195
"We need to print the class timetable tomorrow; this is for a normal task, with the final draft.",ham,normal_group_195
"Please discuss the coding task for our college project, for our weekly plan.",ham,normal_group_196
"Can you discuss my coding task for our college project and let the group know, for our weekly plan?",ham,normal_group_196
"We need to discuss the coding task for our college project; this is for a normal task, for our weekly plan.",ham,normal_group_196
"Please submit the database report for the presentation, after checking the notes.",ham,normal_group_197
"Can you submit my database report for the presentation and let the office know, after checking the notes?",ham,normal_group_197
"We need to submit the database report for the presentation; this is for a normal task, after checking the notes.",ham,normal_group_197
"Please compare the security lecture tomorrow, as discussed yesterday.",ham,normal_group_198
"Can you compare my security lecture tomorrow and let our teacher know, as discussed yesterday?",ham,normal_group_198
"We need to compare the security lecture tomorrow; this is for a normal task, as discussed yesterday.",ham,normal_group_198
"Please attach the lab exercise for our college project, from our shared folder.",ham,normal_group_199
"Can you attach my lab exercise for our college project and let the team know, from our shared folder?",ham,normal_group_199
"We need to attach the lab exercise for our college project; this is for a normal task, from our shared folder.",ham,normal_group_199
"Please send the travel plan for the presentation, for the next review.",ham,normal_group_200
"Can you send my travel plan for the presentation and let me know, for the next review?",ham,normal_group_200
"We need to send the travel plan for the presentation; this is for a normal task, for the next review.",ham,normal_group_200
"Please check the family dinner tomorrow, for the lab record.",ham,normal_group_201
"Can you check my family dinner tomorrow and let our coordinator know, for the lab record?",ham,normal_group_201
"We need to check the family dinner tomorrow; this is for a normal task, for the lab record.",ham,normal_group_201
"Please bring the birthday plan for our college project, with the correct date.",ham,normal_group_202
"Can you bring my birthday plan for our college project and let the project lead know, with the correct date?",ham,normal_group_202
"We need to bring the birthday plan for our college project; this is for a normal task, with the correct date.",ham,normal_group_202
"Please prepare the group project for the presentation, for the scheduled session.",ham,normal_group_203
"Can you prepare my group project for the presentation and let my classmate know, for the scheduled session?",ham,normal_group_203
"We need to prepare the group project for the presentation; this is for a normal task, for the scheduled session.",ham,normal_group_203
"Please read the budget sheet tomorrow, using the latest file.",ham,normal_group_204
"Can you read my budget sheet tomorrow and let the group know, using the latest file?",ham,normal_group_204
"We need to read the budget sheet tomorrow; this is for a normal task, using the latest file.",ham,normal_group_204
"Please organize the attendance record for our college project, with the updated figures.",ham,normal_group_205
"Can you organize my attendance record for our college project and let the office know, with the updated figures?",ham,normal_group_205
"We need to organize the attendance record for our college project; this is for a normal task, with the updated figures.",ham,normal_group_205
"Please present the course registration for the presentation, with the final draft.",ham,normal_group_206
"Can you present my course registration for the presentation and let our teacher know, with the final draft?",ham,normal_group_206
"We need to present the course registration for the presentation; this is for a normal task, with the final draft.",ham,normal_group_206
"Please review the certificate collection tomorrow, for our weekly plan.",ham,normal_group_207
"Can you review my certificate collection tomorrow and let the team know, for our weekly plan?",ham,normal_group_207
"We need to review the certificate collection tomorrow; this is for a normal task, for our weekly plan.",ham,normal_group_207
"Please update the appointment for our college project, after checking the notes.",ham,normal_group_208
"Can you update my appointment for our college project and let me know, after checking the notes?",ham,normal_group_208
"We need to update the appointment for our college project; this is for a normal task, after checking the notes.",ham,normal_group_208
"Please confirm the study session for the presentation, as discussed yesterday.",ham,normal_group_209
"Can you confirm my study session for the presentation and let our coordinator know, as discussed yesterday?",ham,normal_group_209
"We need to confirm the study session for the presentation; this is for a normal task, as discussed yesterday.",ham,normal_group_209
"Please finish the project report tomorrow, from our shared folder.",ham,normal_group_210
"Can you finish my project report tomorrow and let the project lead know, from our shared folder?",ham,normal_group_210
"We need to finish the project report tomorrow; this is for a normal task, from our shared folder.",ham,normal_group_210
"Please forward the college assignment for our college project, for the next review.",ham,normal_group_211
"Can you forward my college assignment for our college project and let my classmate know, for the next review?",ham,normal_group_211
"We need to forward the college assignment for our college project; this is for a normal task, for the next review.",ham,normal_group_211
"Please download the presentation for the presentation, for the lab record.",ham,normal_group_212
"Can you download my presentation for the presentation and let the group know, for the lab record?",ham,normal_group_212
"We need to download the presentation for the presentation; this is for a normal task, for the lab record.",ham,normal_group_212
"Please schedule the lecture notes tomorrow, with the correct date.",ham,normal_group_213
"Can you schedule my lecture notes tomorrow and let the office know, with the correct date?",ham,normal_group_213
"We need to schedule the lecture notes tomorrow; this is for a normal task, with the correct date.",ham,normal_group_213
"Please share the team meeting for our college project, for the scheduled session.",ham,normal_group_214
"Can you share my team meeting for our college project and let our teacher know, for the scheduled session?",ham,normal_group_214
"We need to share the team meeting for our college project; this is for a normal task, for the scheduled session.",ham,normal_group_214
"Please print the library visit for the presentation, using the latest file.",ham,normal_group_215
"Can you print my library visit for the presentation and let the team know, using the latest file?",ham,normal_group_215
"We need to print the library visit for the presentation; this is for a normal task, using the latest file.",ham,normal_group_215
"Please discuss the football match tomorrow, with the updated figures.",ham,normal_group_216
"Can you discuss my football match tomorrow and let me know, with the updated figures?",ham,normal_group_216
"We need to discuss the football match tomorrow; this is for a normal task, with the updated figures.",ham,normal_group_216
"Please submit the lunch plan for our college project, with the final draft.",ham,normal_group_217
"Can you submit my lunch plan for our college project and let our coordinator know, with the final draft?",ham,normal_group_217
"We need to submit the lunch plan for our college project; this is for a normal task, with the final draft.",ham,normal_group_217
"Please compare the dinner plan for the presentation, for our weekly plan.",ham,normal_group_218
"Can you compare my dinner plan for the presentation and let the project lead know, for our weekly plan?",ham,normal_group_218
"We need to compare the dinner plan for the presentation; this is for a normal task, for our weekly plan.",ham,normal_group_218
"Please attach the office document tomorrow, after checking the notes.",ham,normal_group_219
"Can you attach my office document tomorrow and let my classmate know, after checking the notes?",ham,normal_group_219
"We need to attach the office document tomorrow; this is for a normal task, after checking the notes.",ham,normal_group_219
"Please send the invoice for our college project, as discussed yesterday.",ham,normal_group_220
"Can you send my invoice for our college project and let the group know, as discussed yesterday?",ham,normal_group_220
"We need to send the invoice for our college project; this is for a normal task, as discussed yesterday.",ham,normal_group_220
"Please check the receipt for the presentation, from our shared folder.",ham,normal_group_221
"Can you check my receipt for the presentation and let the office know, from our shared folder?",ham,normal_group_221
"We need to check the receipt for the presentation; this is for a normal task, from our shared folder.",ham,normal_group_221
"Please bring the parcel tomorrow, for the next review.",ham,normal_group_222
"Can you bring my parcel tomorrow and let our teacher know, for the next review?",ham,normal_group_222
"We need to bring the parcel tomorrow; this is for a normal task, for the next review.",ham,normal_group_222
"Please prepare the delivery schedule for our college project, for the lab record.",ham,normal_group_223
"Can you prepare my delivery schedule for our college project and let the team know, for the lab record?",ham,normal_group_223
"We need to prepare the delivery schedule for our college project; this is for a normal task, for the lab record.",ham,normal_group_223
"Please read the event registration for the presentation, with the correct date.",ham,normal_group_224
"Can you read my event registration for the presentation and let me know, with the correct date?",ham,normal_group_224
"We need to read the event registration for the presentation; this is for a normal task, with the correct date.",ham,normal_group_224
"Please organize the class timetable tomorrow, for the scheduled session.",ham,normal_group_225
"Can you organize my class timetable tomorrow and let our coordinator know, for the scheduled session?",ham,normal_group_225
"We need to organize the class timetable tomorrow; this is for a normal task, for the scheduled session.",ham,normal_group_225
"Please present the coding task for our college project, using the latest file.",ham,normal_group_226
"Can you present my coding task for our college project and let the project lead know, using the latest file?",ham,normal_group_226
"We need to present the coding task for our college project; this is for a normal task, using the latest file.",ham,normal_group_226
"Please review the database report for the presentation, with the updated figures.",ham,normal_group_227
"Can you review my database report for the presentation and let my classmate know, with the updated figures?",ham,normal_group_227
"We need to review the database report for the presentation; this is for a normal task, with the updated figures.",ham,normal_group_227
"Please update the security lecture tomorrow, with the final draft.",ham,normal_group_228
"Can you update my security lecture tomorrow and let the group know, with the final draft?",ham,normal_group_228
"We need to update the security lecture tomorrow; this is for a normal task, with the final draft.",ham,normal_group_228
"Please confirm the lab exercise for our college project, for our weekly plan.",ham,normal_group_229
"Can you confirm my lab exercise for our college project and let the office know, for our weekly plan?",ham,normal_group_229
"We need to confirm the lab exercise for our college project; this is for a normal task, for our weekly plan.",ham,normal_group_229
"Please finish the travel plan for the presentation, after checking the notes.",ham,normal_group_230
"Can you finish my travel plan for the presentation and let our teacher know, after checking the notes?",ham,normal_group_230
"We need to finish the travel plan for the presentation; this is for a normal task, after checking the notes.",ham,normal_group_230
"Please forward the family dinner tomorrow, as discussed yesterday.",ham,normal_group_231
"Can you forward my family dinner tomorrow and let the team know, as discussed yesterday?",ham,normal_group_231
"We need to forward the family dinner tomorrow; this is for a normal task, as discussed yesterday.",ham,normal_group_231
"Please download the birthday plan for our college project, from our shared folder.",ham,normal_group_232
"Can you download my birthday plan for our college project and let me know, from our shared folder?",ham,normal_group_232
"We need to download the birthday plan for our college project; this is for a normal task, from our shared folder.",ham,normal_group_232
"Please schedule the group project for the presentation, for the next review.",ham,normal_group_233
"Can you schedule my group project for the presentation and let our coordinator know, for the next review?",ham,normal_group_233
"We need to schedule the group project for the presentation; this is for a normal task, for the next review.",ham,normal_group_233
"Please share the budget sheet tomorrow, for the lab record.",ham,normal_group_234
"Can you share my budget sheet tomorrow and let the project lead know, for the lab record?",ham,normal_group_234
"We need to share the budget sheet tomorrow; this is for a normal task, for the lab record.",ham,normal_group_234
"Please print the attendance record for our college project, with the correct date.",ham,normal_group_235
"Can you print my attendance record for our college project and let my classmate know, with the correct date?",ham,normal_group_235
"We need to print the attendance record for our college project; this is for a normal task, with the correct date.",ham,normal_group_235
"Please discuss the course registration for the presentation, for the scheduled session.",ham,normal_group_236
"Can you discuss my course registration for the presentation and let the group know, for the scheduled session?",ham,normal_group_236
"We need to discuss the course registration for the presentation; this is for a normal task, for the scheduled session.",ham,normal_group_236
"Please submit the certificate collection tomorrow, using the latest file.",ham,normal_group_237
"Can you submit my certificate collection tomorrow and let the office know, using the latest file?",ham,normal_group_237
"We need to submit the certificate collection tomorrow; this is for a normal task, using the latest file.",ham,normal_group_237
"Please compare the appointment for our college project, with the updated figures.",ham,normal_group_238
"Can you compare my appointment for our college project and let our teacher know, with the updated figures?",ham,normal_group_238
"We need to compare the appointment for our college project; this is for a normal task, with the updated figures.",ham,normal_group_238
"Please attach the study session for the presentation, with the final draft.",ham,normal_group_239
"Can you attach my study session for the presentation and let the team know, with the final draft?",ham,normal_group_239
"We need to attach the study session for the presentation; this is for a normal task, with the final draft.",ham,normal_group_239
"Please send the project report tomorrow, for our weekly plan.",ham,normal_group_240
"Can you send my project report tomorrow and let me know, for our weekly plan?",ham,normal_group_240
"We need to send the project report tomorrow; this is for a normal task, for our weekly plan.",ham,normal_group_240
"Please check the college assignment for our college project, after checking the notes.",ham,normal_group_241
"Can you check my college assignment for our college project and let our coordinator know, after checking the notes?",ham,normal_group_241
"We need to check the college assignment for our college project; this is for a normal task, after checking the notes.",ham,normal_group_241
"Please bring the presentation for the presentation, as discussed yesterday.",ham,normal_group_242
"Can you bring my presentation for the presentation and let the project lead know, as discussed yesterday?",ham,normal_group_242
"We need to bring the presentation for the presentation; this is for a normal task, as discussed yesterday.",ham,normal_group_242
"Please prepare the lecture notes tomorrow, from our shared folder.",ham,normal_group_243
"Can you prepare my lecture notes tomorrow and let my classmate know, from our shared folder?",ham,normal_group_243
"We need to prepare the lecture notes tomorrow; this is for a normal task, from our shared folder.",ham,normal_group_243
"Please read the team meeting for our college project, for the next review.",ham,normal_group_244
"Can you read my team meeting for our college project and let the group know, for the next review?",ham,normal_group_244
"We need to read the team meeting for our college project; this is for a normal task, for the next review.",ham,normal_group_244
"Please organize the library visit for the presentation, for the lab record.",ham,normal_group_245
"Can you organize my library visit for the presentation and let the office know, for the lab record?",ham,normal_group_245
"We need to organize the library visit for the presentation; this is for a normal task, for the lab record.",ham,normal_group_245
"Please present the football match tomorrow, with the correct date.",ham,normal_group_246
"Can you present my football match tomorrow and let our teacher know, with the correct date?",ham,normal_group_246
"We need to present the football match tomorrow; this is for a normal task, with the correct date.",ham,normal_group_246
"Please review the lunch plan for our college project, for the scheduled session.",ham,normal_group_247
"Can you review my lunch plan for our college project and let the team know, for the scheduled session?",ham,normal_group_247
"We need to review the lunch plan for our college project; this is for a normal task, for the scheduled session.",ham,normal_group_247
"Please update the dinner plan for the presentation, using the latest file.",ham,normal_group_248
"Can you update my dinner plan for the presentation and let me know, using the latest file?",ham,normal_group_248
"We need to update the dinner plan for the presentation; this is for a normal task, using the latest file.",ham,normal_group_248
"Please confirm the office document tomorrow, with the updated figures.",ham,normal_group_249
"Can you confirm my office document tomorrow and let our coordinator know, with the updated figures?",ham,normal_group_249
"We need to confirm the office document tomorrow; this is for a normal task, with the updated figures.",ham,normal_group_249
"Please finish the invoice for our college project, with the final draft.",ham,normal_group_250
"Can you finish my invoice for our college project and let the project lead know, with the final draft?",ham,normal_group_250
"We need to finish the invoice for our college project; this is for a normal task, with the final draft.",ham,normal_group_250
"Please forward the receipt for the presentation, for our weekly plan.",ham,normal_group_251
"Can you forward my receipt for the presentation and let my classmate know, for our weekly plan?",ham,normal_group_251
"We need to forward the receipt for the presentation; this is for a normal task, for our weekly plan.",ham,normal_group_251
"Please download the parcel tomorrow, after checking the notes.",ham,normal_group_252
"Can you download my parcel tomorrow and let the group know, after checking the notes?",ham,normal_group_252
"We need to download the parcel tomorrow; this is for a normal task, after checking the notes.",ham,normal_group_252
"Please schedule the delivery schedule for our college project, as discussed yesterday.",ham,normal_group_253
"Can you schedule my delivery schedule for our college project and let the office know, as discussed yesterday?",ham,normal_group_253
"We need to schedule the delivery schedule for our college project; this is for a normal task, as discussed yesterday.",ham,normal_group_253
"Please share the event registration for the presentation, from our shared folder.",ham,normal_group_254
"Can you share my event registration for the presentation and let our teacher know, from our shared folder?",ham,normal_group_254
"We need to share the event registration for the presentation; this is for a normal task, from our shared folder.",ham,normal_group_254
"Please print the class timetable tomorrow, for the next review.",ham,normal_group_255
"Can you print my class timetable tomorrow and let the team know, for the next review?",ham,normal_group_255
"We need to print the class timetable tomorrow; this is for a normal task, for the next review.",ham,normal_group_255
"Please discuss the coding task for our college project, for the lab record.",ham,normal_group_256
"Can you discuss my coding task for our college project and let me know, for the lab record?",ham,normal_group_256
"We need to discuss the coding task for our college project; this is for a normal task, for the lab record.",ham,normal_group_256
"Please submit the database report for the presentation, with the correct date.",ham,normal_group_257
"Can you submit my database report for the presentation and let our coordinator know, with the correct date?",ham,normal_group_257
"We need to submit the database report for the presentation; this is for a normal task, with the correct date.",ham,normal_group_257
"Please compare the security lecture tomorrow, for the scheduled session.",ham,normal_group_258
"Can you compare my security lecture tomorrow and let the project lead know, for the scheduled session?",ham,normal_group_258
"We need to compare the security lecture tomorrow; this is for a normal task, for the scheduled session.",ham,normal_group_258
"Please attach the lab exercise for our college project, using the latest file.",ham,normal_group_259
"Can you attach my lab exercise for our college project and let my classmate know, using the latest file?",ham,normal_group_259
"We need to attach the lab exercise for our college project; this is for a normal task, using the latest file.",ham,normal_group_259
"Please send the travel plan for the presentation, with the updated figures.",ham,normal_group_260
"Can you send my travel plan for the presentation and let the group know, with the updated figures?",ham,normal_group_260
"We need to send the travel plan for the presentation; this is for a normal task, with the updated figures.",ham,normal_group_260
"Please check the family dinner tomorrow, with the final draft.",ham,normal_group_261
"Can you check my family dinner tomorrow and let the office know, with the final draft?",ham,normal_group_261
"We need to check the family dinner tomorrow; this is for a normal task, with the final draft.",ham,normal_group_261
"Please bring the birthday plan for our college project, for our weekly plan.",ham,normal_group_262
"Can you bring my birthday plan for our college project and let our teacher know, for our weekly plan?",ham,normal_group_262
"We need to bring the birthday plan for our college project; this is for a normal task, for our weekly plan.",ham,normal_group_262
"Please prepare the group project for the presentation, after checking the notes.",ham,normal_group_263
"Can you prepare my group project for the presentation and let the team know, after checking the notes?",ham,normal_group_263
"We need to prepare the group project for the presentation; this is for a normal task, after checking the notes.",ham,normal_group_263
"Please read the budget sheet tomorrow, as discussed yesterday.",ham,normal_group_264
"Can you read my budget sheet tomorrow and let me know, as discussed yesterday?",ham,normal_group_264
"We need to read the budget sheet tomorrow; this is for a normal task, as discussed yesterday.",ham,normal_group_264
"Please organize the attendance record for our college project, from our shared folder.",ham,normal_group_265
"Can you organize my attendance record for our college project and let our coordinator know, from our shared folder?",ham,normal_group_265
"We need to organize the attendance record for our college project; this is for a normal task, from our shared folder.",ham,normal_group_265
"Please present the course registration for the presentation, for the next review.",ham,normal_group_266
"Can you present my course registration for the presentation and let the project lead know, for the next review?",ham,normal_group_266
"We need to present the course registration for the presentation; this is for a normal task, for the next review.",ham,normal_group_266
"Please review the certificate collection tomorrow, for the lab record.",ham,normal_group_267
"Can you review my certificate collection tomorrow and let my classmate know, for the lab record?",ham,normal_group_267
"We need to review the certificate collection tomorrow; this is for a normal task, for the lab record.",ham,normal_group_267
"Please update the appointment for our college project, with the correct date.",ham,normal_group_268
"Can you update my appointment for our college project and let the group know, with the correct date?",ham,normal_group_268
"We need to update the appointment for our college project; this is for a normal task, with the correct date.",ham,normal_group_268
"Please confirm the study session for the presentation, for the scheduled session.",ham,normal_group_269
"Can you confirm my study session for the presentation and let the office know, for the scheduled session?",ham,normal_group_269
"We need to confirm the study session for the presentation; this is for a normal task, for the scheduled session.",ham,normal_group_269
"Please finish the project report tomorrow, using the latest file.",ham,normal_group_270
"Can you finish my project report tomorrow and let our teacher know, using the latest file?",ham,normal_group_270
"We need to finish the project report tomorrow; this is for a normal task, using the latest file.",ham,normal_group_270
"Please forward the college assignment for our college project, with the updated figures.",ham,normal_group_271
"Can you forward my college assignment for our college project and let the team know, with the updated figures?",ham,normal_group_271
"We need to forward the college assignment for our college project; this is for a normal task, with the updated figures.",ham,normal_group_271
"Please download the presentation for the presentation, with the final draft.",ham,normal_group_272
"Can you download my presentation for the presentation and let me know, with the final draft?",ham,normal_group_272
"We need to download the presentation for the presentation; this is for a normal task, with the final draft.",ham,normal_group_272
"Please schedule the lecture notes tomorrow, for our weekly plan.",ham,normal_group_273
"Can you schedule my lecture notes tomorrow and let our coordinator know, for our weekly plan?",ham,normal_group_273
"We need to schedule the lecture notes tomorrow; this is for a normal task, for our weekly plan.",ham,normal_group_273
"Please share the team meeting for our college project, after checking the notes.",ham,normal_group_274
"Can you share my team meeting for our college project and let the project lead know, after checking the notes?",ham,normal_group_274
"We need to share the team meeting for our college project; this is for a normal task, after checking the notes.",ham,normal_group_274
"Please print the library visit for the presentation, as discussed yesterday.",ham,normal_group_275
"Can you print my library visit for the presentation and let my classmate know, as discussed yesterday?",ham,normal_group_275
"We need to print the library visit for the presentation; this is for a normal task, as discussed yesterday.",ham,normal_group_275
"Please discuss the football match tomorrow, from our shared folder.",ham,normal_group_276
"Can you discuss my football match tomorrow and let the group know, from our shared folder?",ham,normal_group_276
"We need to discuss the football match tomorrow; this is for a normal task, from our shared folder.",ham,normal_group_276
"Please submit the lunch plan for our college project, for the next review.",ham,normal_group_277
"Can you submit my lunch plan for our college project and let the office know, for the next review?",ham,normal_group_277
"We need to submit the lunch plan for our college project; this is for a normal task, for the next review.",ham,normal_group_277
"Please compare the dinner plan for the presentation, for the lab record.",ham,normal_group_278
"Can you compare my dinner plan for the presentation and let our teacher know, for the lab record?",ham,normal_group_278
"We need to compare the dinner plan for the presentation; this is for a normal task, for the lab record.",ham,normal_group_278
"Please attach the office document tomorrow, with the correct date.",ham,normal_group_279
"Can you attach my office document tomorrow and let the team know, with the correct date?",ham,normal_group_279
"We need to attach the office document tomorrow; this is for a normal task, with the correct date.",ham,normal_group_279
"Please send the invoice for our college project, for the scheduled session.",ham,normal_group_280
"Can you send my invoice for our college project and let me know, for the scheduled session?",ham,normal_group_280
"We need to send the invoice for our college project; this is for a normal task, for the scheduled session.",ham,normal_group_280
"Please check the receipt for the presentation, using the latest file.",ham,normal_group_281
"Can you check my receipt for the presentation and let our coordinator know, using the latest file?",ham,normal_group_281
"We need to check the receipt for the presentation; this is for a normal task, using the latest file.",ham,normal_group_281
"Please bring the parcel tomorrow, with the updated figures.",ham,normal_group_282
"Can you bring my parcel tomorrow and let the project lead know, with the updated figures?",ham,normal_group_282
"We need to bring the parcel tomorrow; this is for a normal task, with the updated figures.",ham,normal_group_282
"Please prepare the delivery schedule for our college project, with the final draft.",ham,normal_group_283
"Can you prepare my delivery schedule for our college project and let my classmate know, with the final draft?",ham,normal_group_283
"We need to prepare the delivery schedule for our college project; this is for a normal task, with the final draft.",ham,normal_group_283
"Please read the event registration for the presentation, for our weekly plan.",ham,normal_group_284
"Can you read my event registration for the presentation and let the group know, for our weekly plan?",ham,normal_group_284
"We need to read the event registration for the presentation; this is for a normal task, for our weekly plan.",ham,normal_group_284
"Please organize the class timetable tomorrow, after checking the notes.",ham,normal_group_285
"Can you organize my class timetable tomorrow and let the office know, after checking the notes?",ham,normal_group_285
"We need to organize the class timetable tomorrow; this is for a normal task, after checking the notes.",ham,normal_group_285
"Please present the coding task for our college project, as discussed yesterday.",ham,normal_group_286
"Can you present my coding task for our college project and let our teacher know, as discussed yesterday?",ham,normal_group_286
"We need to present the coding task for our college project; this is for a normal task, as discussed yesterday.",ham,normal_group_286
"Please review the database report for the presentation, from our shared folder.",ham,normal_group_287
"Can you review my database report for the presentation and let the team know, from our shared folder?",ham,normal_group_287
"We need to review the database report for the presentation; this is for a normal task, from our shared folder.",ham,normal_group_287
"Please update the security lecture tomorrow, for the next review.",ham,normal_group_288
"Can you update my security lecture tomorrow and let me know, for the next review?",ham,normal_group_288
"We need to update the security lecture tomorrow; this is for a normal task, for the next review.",ham,normal_group_288
"Please confirm the lab exercise for our college project, for the lab record.",ham,normal_group_289
"Can you confirm my lab exercise for our college project and let our coordinator know, for the lab record?",ham,normal_group_289
"We need to confirm the lab exercise for our college project; this is for a normal task, for the lab record.",ham,normal_group_289
"Please finish the travel plan for the presentation, with the correct date.",ham,normal_group_290
"Can you finish my travel plan for the presentation and let the project lead know, with the correct date?",ham,normal_group_290
"We need to finish the travel plan for the presentation; this is for a normal task, with the correct date.",ham,normal_group_290
"Please forward the family dinner tomorrow, for the scheduled session.",ham,normal_group_291
"Can you forward my family dinner tomorrow and let my classmate know, for the scheduled session?",ham,normal_group_291
"We need to forward the family dinner tomorrow; this is for a normal task, for the scheduled session.",ham,normal_group_291
"Please download the birthday plan for our college project, using the latest file.",ham,normal_group_292
"Can you download my birthday plan for our college project and let the group know, using the latest file?",ham,normal_group_292
"We need to download the birthday plan for our college project; this is for a normal task, using the latest file.",ham,normal_group_292
"Please schedule the group project for the presentation, with the updated figures.",ham,normal_group_293
"Can you schedule my group project for the presentation and let the office know, with the updated figures?",ham,normal_group_293
"We need to schedule the group project for the presentation; this is for a normal task, with the updated figures.",ham,normal_group_293
"Please share the budget sheet tomorrow, with the final draft.",ham,normal_group_294
"Can you share my budget sheet tomorrow and let our teacher know, with the final draft?",ham,normal_group_294
"We need to share the budget sheet tomorrow; this is for a normal task, with the final draft.",ham,normal_group_294
"Please print the attendance record for our college project, for our weekly plan.",ham,normal_group_295
"Can you print my attendance record for our college project and let the team know, for our weekly plan?",ham,normal_group_295
"We need to print the attendance record for our college project; this is for a normal task, for our weekly plan.",ham,normal_group_295
"Please discuss the course registration for the presentation, after checking the notes.",ham,normal_group_296
"Can you discuss my course registration for the presentation and let me know, after checking the notes?",ham,normal_group_296
"We need to discuss the course registration for the presentation; this is for a normal task, after checking the notes.",ham,normal_group_296
"Please submit the certificate collection tomorrow, as discussed yesterday.",ham,normal_group_297
"Can you submit my certificate collection tomorrow and let our coordinator know, as discussed yesterday?",ham,normal_group_297
"We need to submit the certificate collection tomorrow; this is for a normal task, as discussed yesterday.",ham,normal_group_297
"Please compare the appointment for our college project, from our shared folder.",ham,normal_group_298
"Can you compare my appointment for our college project and let the project lead know, from our shared folder?",ham,normal_group_298
"We need to compare the appointment for our college project; this is for a normal task, from our shared folder.",ham,normal_group_298
"Please attach the study session for the presentation, for the next review.",ham,normal_group_299
"Can you attach my study session for the presentation and let my classmate know, for the next review?",ham,normal_group_299
"We need to attach the study session for the presentation; this is for a normal task, for the next review.",ham,normal_group_299
Please review the bank statement for the office meeting.,ham,hard_normal_group_0
The bank statement is ready to review for the office meeting; no urgent action is required.,ham,hard_normal_group_0
Our team will review the bank statement for the office meeting using the normal office process.,ham,hard_normal_group_0
Please print the account report for the class presentation.,ham,hard_normal_group_1
The account report is ready to print for the class presentation; no urgent action is required.,ham,hard_normal_group_1
Our team will print the account report for the class presentation using the normal office process.,ham,hard_normal_group_1
Please update the password policy during the lab.,ham,hard_normal_group_2
The password policy is ready to update during the lab; no urgent action is required.,ham,hard_normal_group_2
Our team will update the password policy during the lab using the normal office process.,ham,hard_normal_group_2
Please record the payment schedule for our college project.,ham,hard_normal_group_3
The payment schedule is ready to record for our college project; no urgent action is required.,ham,hard_normal_group_3
Our team will record the payment schedule for our college project using the normal office process.,ham,hard_normal_group_3
Please archive the delivery notice in the official system.,ham,hard_normal_group_4
The delivery notice is ready to archive in the official system; no urgent action is required.,ham,hard_normal_group_4
Our team will archive the delivery notice in the official system using the normal office process.,ham,hard_normal_group_4
Please attach the tracking record with the coordinator.,ham,hard_normal_group_5
The tracking record is ready to attach with the coordinator; no urgent action is required.,ham,hard_normal_group_5
Our team will attach the tracking record with the coordinator using the normal office process.,ham,hard_normal_group_5
Please check the security lecture with the finance team.,ham,hard_normal_group_6
The security lecture is ready to check with the finance team; no urgent action is required.,ham,hard_normal_group_6
Our team will check the security lecture with the finance team using the normal office process.,ham,hard_normal_group_6
Please discuss the invoice review for the accounting exercise.,ham,hard_normal_group_7
The invoice review is ready to discuss for the accounting exercise; no urgent action is required.,ham,hard_normal_group_7
Our team will discuss the invoice review for the accounting exercise using the normal office process.,ham,hard_normal_group_7
Please compare the event link before the scheduled meeting.,ham,hard_normal_group_8
The event link is ready to compare before the scheduled meeting; no urgent action is required.,ham,hard_normal_group_8
Our team will compare the event link before the scheduled meeting using the normal office process.,ham,hard_normal_group_8
Please present the certificate prize list for the weekly report.,ham,hard_normal_group_9
The certificate prize list is ready to present for the weekly report; no urgent action is required.,ham,hard_normal_group_9
Our team will present the certificate prize list for the weekly report using the normal office process.,ham,hard_normal_group_9
Please review the reward program report for the office meeting.,ham,hard_normal_group_10
The reward program report is ready to review for the office meeting; no urgent action is required.,ham,hard_normal_group_10
Our team will review the reward program report for the office meeting using the normal office process.,ham,hard_normal_group_10
Please print the card statement for the class presentation.,ham,hard_normal_group_11
